txtid	date	year	settlement	county	from	to	soc.stat	hit
Zr. p. 90	1646-04-19	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Zrínyi  Miklós és Péteré,  || Draskovics Gáspáré 2,  || Keglevich Zsigmondé 1.  ||]] 
Zr. p. 90	1646-04-19	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Zrínyi  Miklós és Péteré,  || Draskovics Gáspáré 2,  || Keglevich Zsigmondé 1.  ||]] 
Zr. p. 90	1646-04-19	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Zrínyi  Miklós és Péteré,  || Draskovics Gáspáré 2,  || Keglevich Zsigmondé 1.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustrissimo domino comiti Adamo de Bottian, S. Romani imperii equiti, dapiferorum regalium in Hungaria magistro, Partium regni Hungariae cis-Danubianarum et praesidiorum Canisae oppositorum generali, praesidii vero Körmendiensis haereditario et supremo capitaneo ac sacrae caesareae regiaeque maiestatis consiliario et cubiculario etc. Domino et fratri mihi observandissimo.} ||]]  
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustrissime Comes Domine et Frater observandissime,} ||]]  
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Servitiorum meorum paratissimam commendationem.} ||]]  
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Minden  jókkal áldja meg Isten kegyelmedet!  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Elvettem  a kegyelmed levelét,  || örülöm a kegyelmed jó egészségét.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Elvettem  a kegyelmed levelét,  || örülöm a kegyelmed jó egészségét.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Az  Isten tartsa meg kegyelmedet sokáig abban!  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Én  is || <hála Istennek>  ||a kegyelmed szolgálatára jó egészségben vagyok. ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Én  is || <hála Istennek>  ||a kegyelmed szolgálatára jó egészségben vagyok. ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Megértettem, ||  mit írjon kegyelmed tormaföldiekről,  || hogy a muraközi vitézek Kralyócra hajtottak* szolgálatra.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Megértettem, ||  mit írjon kegyelmed tormaföldiekről,  || hogy a muraközi vitézek Kralyócra hajtottak* szolgálatra.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Megértettem, ||  mit írjon kegyelmed tormaföldiekről,  || hogy a muraközi vitézek Kralyócra hajtottak* szolgálatra.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Erről  előbb írt nekem Keglevich Péter uram is,  || és azután Dobos György uram.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Erről  előbb írt nekem Keglevich Péter uram is,  || és azután Dobos György uram.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Én  azért előhívattam a hadnagyaimat,  || értekezvén tőlük,  || de ők semmit arról nem tudnak,  || amint nincs is benne semmi.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Én  azért előhívattam a hadnagyaimat,  || értekezvén tőlük,  || de ők semmit arról nem tudnak,  || amint nincs is benne semmi.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Én  azért előhívattam a hadnagyaimat,  || értekezvén tőlük,  || de ők semmit arról nem tudnak,  || amint nincs is benne semmi.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Én  azért előhívattam a hadnagyaimat,  || értekezvén tőlük,  || de ők semmit arról nem tudnak,  || amint nincs is benne semmi.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Nem  tudom,  || kicsoda informálta kegyelmedet,  ||mert Kralyóc, || <maga is tudja kegyelmed,>  ||semmi oly félemes hely, || akit palánkolni kellene.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Nem  tudom,  || kicsoda informálta kegyelmedet,  ||mert Kralyóc, || <maga is tudja kegyelmed,>  ||semmi oly félemes hely, || akit palánkolni kellene.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Nem  tudom,  || kicsoda informálta kegyelmedet,  ||mert Kralyóc, || <maga is tudja kegyelmed,>  ||semmi oly félemes hely, || akit palánkolni kellene.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Nem  tudom,  || kicsoda informálta kegyelmedet,  ||mert Kralyóc, || <maga is tudja kegyelmed,>  ||semmi oly félemes hely, || akit palánkolni kellene.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Nem  tudom,  || kicsoda informálta kegyelmedet,  ||mert Kralyóc, || <maga is tudja kegyelmed,>  ||semmi oly félemes hely, || akit palánkolni kellene.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Ezután  is || <elhiggye kegyelmed,  || mind tudván az igazságot,  || mind a kegyelmed barátságos atyafiúságáért mi vitézeink,>  ||békességben leszen a hódoltság, || hanem talán ha az öcsémuram szolgái cselekednének valamit.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Ezután  is || <elhiggye kegyelmed,  || mind tudván az igazságot,  || mind a kegyelmed barátságos atyafiúságáért mi vitézeink,>  ||békességben leszen a hódoltság, || hanem talán ha az öcsémuram szolgái cselekednének valamit.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Ezután  is || <elhiggye kegyelmed,  || mind tudván az igazságot,  || mind a kegyelmed barátságos atyafiúságáért mi vitézeink,>  ||békességben leszen a hódoltság, || hanem talán ha az öcsémuram szolgái cselekednének valamit.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Ezután  is || <elhiggye kegyelmed,  || mind tudván az igazságot,  || mind a kegyelmed barátságos atyafiúságáért mi vitézeink,>  ||békességben leszen a hódoltság, || hanem talán ha az öcsémuram szolgái cselekednének valamit.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Ezután  is || <elhiggye kegyelmed,  || mind tudván az igazságot,  || mind a kegyelmed barátságos atyafiúságáért mi vitézeink,>  ||békességben leszen a hódoltság, || hanem talán ha az öcsémuram szolgái cselekednének valamit.  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Isten  tartsa kegyelmedet sok esztendeig jó egészségben!  ||]] 
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Chaktor.(niae) 24 Junii 1646.} ||]]  
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustrissimae Dominationis Vestrae} ||]]  
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Servitor et Frater Paratissimus} ||]]  
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!C.(omes) Nicolaus a Zrin.} ||]]  
Zr. p. 91	1646-06-24	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Anno: 1646 die}  júlitól fogvást, azaz fél esztendő alatt való leveleik Zrínyi Miklós és Péternek.  ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustrissimo domino comiti Adamo Botiani, perpetuo de Németh Újvár etc. Sacri Romani imperii equiti, dapiíerorum regalium per Hungariam magistro, nec non partium regni Hungariae cis Danubianarum et confiniorum Canisae oppositorum generali ac sacrae caesareae regiaeque maiestatis consiliario et cubiculario etc. Domino et fratri observandissimo.} ||]]  
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustrissime Domine Comes, Domine Frater mihi observandissime,} ||]]  
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Salutem, servitiorumque meorum commendationem.} ||]]  
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Ezen  alkalmatossággal, || <hogy kegyelmednek nem írnék,>  ||el nem múlathatom. ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Ezen  alkalmatossággal, || <hogy kegyelmednek nem írnék,>  ||el nem múlathatom. ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Én ||  <hála Istennek>  ||a kegyelmed szolgálatára jó egészségben vagyok, || melyet Istentől kegyelmednek is kívánok.  ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Én ||  <hála Istennek>  ||a kegyelmed szolgálatára jó egészségben vagyok, || melyet Istentől kegyelmednek is kívánok.  ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Én ||  <hála Istennek>  ||a kegyelmed szolgálatára jó egészségben vagyok, || melyet Istentől kegyelmednek is kívánok.  ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Ide  semmi oly híreink pedig nincsenek,  || hanem hogy lengyel király török ellen szándékoznék,  ||mely || <ha úgy volna,>  ||kegyelmednél nyilvábban vagyon. ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Ide  semmi oly híreink pedig nincsenek,  || hanem hogy lengyel király török ellen szándékoznék,  ||mely || <ha úgy volna,>  ||kegyelmednél nyilvábban vagyon. ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Ide  semmi oly híreink pedig nincsenek,  || hanem hogy lengyel király török ellen szándékoznék,  ||mely || <ha úgy volna,>  ||kegyelmednél nyilvábban vagyon. ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Ide  semmi oly híreink pedig nincsenek,  || hanem hogy lengyel király török ellen szándékoznék,  ||mely || <ha úgy volna,>  ||kegyelmednél nyilvábban vagyon. ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Kérvén  azon kegyelmedet,  ||szeretetről, jó hírekből, || <kikkel talán bővelkedik !kegyelmedet,>  ||részesítsen engem is, || és tudósítson.  ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Kérvén  azon kegyelmedet,  ||szeretetről, jó hírekből, || <kikkel talán bővelkedik !kegyelmedet,>  ||részesítsen engem is, || és tudósítson.  ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Kérvén  azon kegyelmedet,  ||szeretetről, jó hírekből, || <kikkel talán bővelkedik !kegyelmedet,>  ||részesítsen engem is, || és tudósítson.  ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Kérvén  azon kegyelmedet,  ||szeretetről, jó hírekből, || <kikkel talán bővelkedik !kegyelmedet,>  ||részesítsen engem is, || és tudósítson.  ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Isten  sok esztendeig boldogul éltesse kegyelmedet!  ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Csáktornya  {\!lat!20 Julii 1646}.  ||]] 
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustrissimae Dominationis Vestrae} ||]]  
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Frater ad serviendum paratissimus.} ||]]  
Zr. p. 92	1646-07-20	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!C.(omes) Nicolaus a Zrin.} ||]]  
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustrissimo domino comiti Adamo de Bottyan. Sacratissimae caesareae regiaeque maiestatis consiliario et cubiculario ac Partium regni Hungariae Cis Danubianarum generali etc. Domino et fratri observandissimo.} ||]]  
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustrissime domine et frater semper observandissime,} ||]]  
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Salutemet servitiorum meorum commendationem.} ||]]  
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Isten  kegyelmedet sok jókkal megáldja!  ||]] 
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Ilyen  okkázióm offerálván magát ez írásomra,  || hogy Pete László uram találkozék hozzám,  || nem akartam levelem nélkül kegyelmedhez őkegyelmét elbocsátanom.  ||]] 
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Ilyen  okkázióm offerálván magát ez írásomra,  || hogy Pete László uram találkozék hozzám,  || nem akartam levelem nélkül kegyelmedhez őkegyelmét elbocsátanom.  ||]] 
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Ilyen  okkázióm offerálván magát ez írásomra,  || hogy Pete László uram találkozék hozzám,  || nem akartam levelem nélkül kegyelmedhez őkegyelmét elbocsátanom.  ||]] 
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Magam  felől írhatom azt kegyelmednek,  ||hogy || <hála Istennek>  ||tűrhető egészségbe' vagyok. ||]] 
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Magam  felől írhatom azt kegyelmednek,  ||hogy || <hála Istennek>  ||tűrhető egészségbe' vagyok. ||]] 
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Magam  felől írhatom azt kegyelmednek,  ||hogy || <hála Istennek>  ||tűrhető egészségbe' vagyok. ||]] 
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Kívánom, ||  hogy az Isten kegyelmedet is jó egészségbe' megtartsa!  ||]] 
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Kívánom, ||  hogy az Isten kegyelmedet is jó egészségbe' megtartsa!  ||]] 
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Oly  híreim nincsenek itt most,  || kikről írhatnék bővebben kegyelmednek,  || hanem || hogy a török szüntelen látogat bennünket,  || ki miatt vagyunk nyughatatlanságban.  ||]] 
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Oly  híreim nincsenek itt most,  || kikről írhatnék bővebben kegyelmednek,  || hanem || hogy a török szüntelen látogat bennünket,  || ki miatt vagyunk nyughatatlanságban.  ||]] 
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Oly  híreim nincsenek itt most,  || kikről írhatnék bővebben kegyelmednek,  || hanem || hogy a török szüntelen látogat bennünket,  || ki miatt vagyunk nyughatatlanságban.  ||]] 
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Oly  híreim nincsenek itt most,  || kikről írhatnék bővebben kegyelmednek,  || hanem || hogy a török szüntelen látogat bennünket,  || ki miatt vagyunk nyughatatlanságban.  ||]] 
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Oly  híreim nincsenek itt most,  || kikről írhatnék bővebben kegyelmednek,  || hanem || hogy a török szüntelen látogat bennünket,  || ki miatt vagyunk nyughatatlanságban.  ||]] 
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Isten  kegyelmedet jó egészségbe' sokáig éltesse!  ||]] 
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Datum Chÿakthor.(niae) n. Aug.(usti) 1646.} ||]]  
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustrissimae Dominationis Vestrae} ||]]  
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Servitor et frater paratissimus} ||]]  
Zr. p. 93	1646-08-11	1646			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Comes Nicolaus a Zrin.} ||]]  
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustrissimo comiti domino Adamo de Battian, perpetuo arcis Nemet Uyuar, sacri Romani imperii equiti, dapiferorum regalium magistro, partium regni Hungariae Cis Danubianarum ac praesidiorum Canisae oppositorum generali, praesidiique Kermend supremo ac haereditario capitaneo. sacrae caesareae regiaeque maiestatis consiliario cubiculario etc. Domino et fratri observandissimo.} ||]]  
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustrissime Comes Domine Frater mihi observandissime,} ||]]  
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Salutem et servitiorum paratam commendationem.} ||]]  
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Isten  sok jókkal megáldja kegyelmedet!  ||]] 
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[E  levelemben inkludált szuplikációból megértheti kegyelmed az ő panaszát.  ||]] 
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Azért  kegyelmedet szeretettel kérem, édes bátyámuram,  ||hogy ezen szolgámnak || <aminemű ló és fegyver felől,  || mely szegény atyjától maradt volt,>  ||adassa meg Salamon Ferenc urammal! ||]] 
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Azért  kegyelmedet szeretettel kérem, édes bátyámuram,  ||hogy ezen szolgámnak || <aminemű ló és fegyver felől,  || mely szegény atyjától maradt volt,>  ||adassa meg Salamon Ferenc urammal! ||]] 
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Azért  kegyelmedet szeretettel kérem, édes bátyámuram,  ||hogy ezen szolgámnak || <aminemű ló és fegyver felől,  || mely szegény atyjától maradt volt,>  ||adassa meg Salamon Ferenc urammal! ||]] 
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Azért  kegyelmedet szeretettel kérem, édes bátyámuram,  ||hogy ezen szolgámnak || <aminemű ló és fegyver felől,  || mely szegény atyjától maradt volt,>  ||adassa meg Salamon Ferenc urammal! ||]] 
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Nyilván  vagyon pedig,  || hogy az őkegyelme házánál halt meg,  || s mindene nála maradt,  || mely kegyelmed jóakaratát hasonló dologban megszolgálni igyekszem.  ||]] 
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Nyilván  vagyon pedig,  || hogy az őkegyelme házánál halt meg,  || s mindene nála maradt,  || mely kegyelmed jóakaratát hasonló dologban megszolgálni igyekszem.  ||]] 
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Nyilván  vagyon pedig,  || hogy az őkegyelme házánál halt meg,  || s mindene nála maradt,  || mely kegyelmed jóakaratát hasonló dologban megszolgálni igyekszem.  ||]] 
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Nyilván  vagyon pedig,  || hogy az őkegyelme házánál halt meg,  || s mindene nála maradt,  || mely kegyelmed jóakaratát hasonló dologban megszolgálni igyekszem.  ||]] 
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Isten  éltesse kegyelmedet sok esztendeig jó egészségben!  ||]] 
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Datum ex arce nostra Chaktorne die 7 Martii, Anno 1647.} ||]]  
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustrissimae Dominationis Vestrae} ||]]  
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Servitor et frater paratissimus} ||]]  
Zr. p. 94	1647-03-07	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!C.(omes) Nicolaus a Zrin} ||]]  
Zr. p. 95	1647-05-21	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Tekintetes  és nagyságos gróf Batthyány Ádám uramnak mint nekem jóakaró bátyámnak és uramnak.  ||]] 
Zr. p. 95	1647-05-21	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustiissime Domine et Frater ob ervandissime,} ||]]  
Zr. p. 95	1647-05-21	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Salutem et servitiorum nostrorum paratissimam commendationem.} ||]]  
Zr. p. 95	1647-05-21	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Isten  kegyelmedet kedves jó egészséggel, kívánta minden javaival megáldja!  ||]] 
Zr. p. 95	1647-05-21	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[A  mostani próbálásunkban, || <egyébképpen tűrhetéssel esvén a dolog,>  ||szegény Erdődy Farkas uramon esett gonosz történet minden kedvünket szomorúságra fordítá. ||]] 
Zr. p. 95	1647-05-21	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 [[A  mostani próbálásunkban, || <egyébképpen tűrhetéssel esvén a dolog,>  ||szegény Erdődy Farkas uramon esett gonosz történet minden kedvünket szomorúságra fordítá. ||]] 
Zr. p. 95	1647-05-21	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Kegyelmednek,  édes bátyámuram, igen megszolgálom hozzám ?még mutatott atyafiúságát!  ||]] 
Zr. p. 95	1647-05-21	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Engemet  is ha az Úristen éltet,  || valamikor kegyelmed parancsol,  || nemcsak szolgáim, de magam is mindenkor kész vagyok a kegyelmed szolgálatára.  ||]] 
Zr. p. 95	1647-05-21	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Engemet  is ha az Úristen éltet,  || valamikor kegyelmed parancsol,  || nemcsak szolgáim, de magam is mindenkor kész vagyok a kegyelmed szolgálatára.  ||]] 
Zr. p. 95	1647-05-21	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Engemet  is ha az Úristen éltet,  || valamikor kegyelmed parancsol,  || nemcsak szolgáim, de magam is mindenkor kész vagyok a kegyelmed szolgálatára.  ||]] 
Zr. p. 95	1647-05-21	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Tartsa  Isten jó egészségben sokáig kegyelmedet!  ||]] 
Zr. p. 95	1647-05-21	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Datum ex Praesidio nostro Legrad 21 Maii Anno 1647.} ||]]  
Zr. p. 95	1647-05-21	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustrissimae Dominationis Vestrae} ||]]  
Zr. p. 95	1647-05-21	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Servitor et frater paratissimus} ||]]  
Zr. p. 95	1647-05-21	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!C.(omes) Nicolaus a Zrín.} ||]]  
Zr. p. 96	1647-07-06	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustrissimo Comiti domino Adamo de Batthian, perpetuo in Német Wyuar, sacri Romani imperii equiti, dapiferorum regalium per Hungariam magistro, Partium eiusdem Hungariae Cis Danubianarum et confiniorum Canisae oppositorum supremo generali, sacrae caesareae ac regiae maiestatis consiliario camerario etc. Domino et fratri mihi observandissimo.} ||]]  
Zr. p. 96	1647-07-06	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Illustrissime Comes Domine et Frater mihi observandissime.} ||]]  
Zr. p. 96	1647-07-06	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[{\!lat!Salutem et servitorum meorum paratissimam commendationem.} ||]]  
Zr. p. 96	1647-07-06	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Áldja  meg Isten kegyelmedet minden jókkal,  || hogy kegyelmed, édes bátyámuram, mind a maga egészsége felől, s mind pediglen az ország állapota felől tudósít!  ||]] 
Zr. p. 96	1647-07-06	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Áldja  meg Isten kegyelmedet minden jókkal,  || hogy kegyelmed, édes bátyámuram, mind a maga egészsége felől, s mind pediglen az ország állapota felől tudósít!  ||]] 
Zr. p. 96	1647-07-06	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Megszolgálom  kegyelmednek!  ||]] 
Zr. p. 96	1647-07-06	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 *[[Énnekem  mostanában egyéb új híreim nincsenek,  || hanem minapában a szegény légrádiak általmentenek volt hatvannyolc lóval,  || melyeket még a partnál eszébe'n vévén a török,  || mind gyaloggal és lovassal kijöttek,  || hármat levágtak bennük,  || s a tizenegyet elevenen fogták el.  ||]] 
Zr. p. 96	1647-07-06	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Énnekem  mostanában egyéb új híreim nincsenek,  || hanem minapában a szegény légrádiak általmentenek volt hatvannyolc lóval,  || melyeket még a partnál eszébe'n vévén a török,  || mind gyaloggal és lovassal kijöttek,  || hármat levágtak bennük,  || s a tizenegyet elevenen fogták el.  ||]] 
Zr. p. 96	1647-07-06	1647			Zrínyi Miklós	Batthyány Ádám	nemes	 [[Énnekem  mostanában egyéb új híreim nincsenek,  || hanem minapában a szegény légrádiak általmentenek volt hatvannyolc lóval,  || melyeket még a partnál eszébe'n vévén a török,  || mind gyaloggal és lovassal kijöttek,  || hármat levágtak bennük,  || s a tizenegyet elevenen fogták el.  ||]] 
